,category,corr_ans,masks,words,symbols
55,sanctity.virtue,left,&&&&&&&&,strength,images/symbols/symbol_9.png
56,authority.virtue,left,&&&&&,trust,images/symbols/symbol_41.png
57,loyalty.vice,right,&&&&&&&,failure,images/symbols/symbol_13.png
58,sanctity.vice,right,&&&&,fear,images/symbols/symbol_40.png
59,nonword,,&&&&&,peizz,images/symbols/symbol_77.png
60,fairness.vice,right,&&&&&&&,accused,images/symbols/symbol_71.png
61,fairness.virtue,left,&&&&,free,images/symbols/symbol_63.png
62,loyalty.vice,right,&&&&&,black,images/symbols/symbol_60.png
63,fairness.vice,right,&&&&&,voter,images/symbols/symbol_5.png
64,loyalty.virtue,left,&&&&&&&,support,images/symbols/symbol_73.png
65,sanctity.virtue,left,&&&&&&&,promote,images/symbols/symbol_47.png
66,fairness.virtue,left,&&&&&&&,protect,images/symbols/symbol_78.png
67,fairness.virtue,left,&&&&&&&&&,agreement,images/symbols/symbol_57.png
68,control,left,&&&&&&&&&,unpleasant,images/symbols/symbol_62.png
69,loyalty.virtue,left,&&&&&&&,sharing,images/symbols/symbol_25.png
70,care.virtue,left,&&&&&&&&,increase,images/symbols/symbol_48.png
71,authority.vice,right,&&&&&&&,penalty,images/symbols/symbol_68.png
72,sanctity.virtue,left,&&&&&,faith,images/symbols/symbol_56.png
73,care.vice,right,&&&&&&,victim,images/symbols/symbol_29.png
74,authority.vice,right,&&&&,riot,images/symbols/symbol_51.png
75,nonword,,&&&&&&,brored,images/symbols/symbol_14.png
76,sanctity.vice,right,&&&&,drug,images/symbols/symbol_37.png
77,fairness.virtue,left,&&&&&&,credit,images/symbols/symbol_28.png
78,care.virtue,left,&&&&&&,health,images/symbols/symbol_42.png
79,care.vice,right,&&&&&&&,injured,images/symbols/symbol_22.png
80,loyalty.virtue,left,&&&&&,party,images/symbols/symbol_11.png
81,fairness.vice,right,&&&&&&&&&&,threatened,images/symbols/symbol_43.png
